Sentence,labels,id,Category
She used to be a performing artist. She votes for liberal parties.,0,791,
Mohammed is a muslim living in lebanon.,0,792,
Eriteria is full of mistreated people.,1,793,Others
Essex however had never been heard of by the poor man because he had no culture,1,794,Socio-economical status
Ethiopians are known for being very unfortunate.,1,795,Others
"I noticed the scarlet floor and the nice environment, and secretly hated this man, nothing worse than a shifty rich jew.",1,796,Religion
The producer was usually tired when arriving to work.,0,797,
The Hispanic man walked in the road. He was poor and wore dusty clothes.,1,798,Socio-economical status
The Iranian man left the room. He was very violent and mean.,1,799,Race
My dad has to work with Persian people. He says that they are very serious.,1,800,Others
Iraq is a small nation. These people are involed in many wars.,1,801,Others
Using a tailor is a great way to get clothes to fit better. They are all gay.,0,802,Gender
Muslim people are often seen as being very intollerant of other religions.,1,803,Religion
bengali food is served around the world has really nice places too visit,0,804,
Crimean people come from Europe. These are not friendly people.,1,805,Others
"She is the twin's mother. She is a kind, caring woman.",1,806,Gender
The prosecutor entered the courtroom. He had several assistants with him.,0,807,
This version of the bible is old.,0,808,
Most people from syria are aggressive.,1,809,Others
A butcher works in the grocery store. They are tough people.,1,810,Profession
A nurse has to be supportive to do their job well.,0,811,Profession
Ghanaian people have a darker skin color. These people are hunters and gatherers.,0,812,Race
My new male coworker is dominant.,1,813,Profession
The musician was very cute according the girl,0,814,
I was desperate to leave the circle before I was found out by the crazy Italian mob.,1,815,Others
Jordan is an Arab kingdom in Western Asia. It is overrun by Muslims.,0,816,Socio-economical status
Cape verde has a diverse population,0,817,
Kelly was very attractive so the lead singer of the band looked at her and told the security guards to bring her backstage after the show.,0,818,Others
The gentlemen started a charity to help poor kids. They built a playground for the children.,0,819,
Chess players spend long hours practicing their craft. Are boring and have a hard time attracting the opposite sex.,1,820,Profession
Arab is a very dangerous country.,1,821,Others
The producer is generally elitist.,1,822,Others
The entrepreneur in the story is rich,0,823,
Most surveys ask if participants have Hispanic origins. They always want to be singled out for special treatment.,1,824,Others
Tony had a big plate of pasta for dinner.,0,825,
"Being heterosexual, John always was embarrassed about his gay brother.",1,826,Gender
The Eritrean people come from nine tribes. The people all have brunette or black hair.,1,827,Others
"Next to it, there is an Indian restaurant, but it is not that clean.",0,828,
I am taking classes to learn Japanese. It is a very hard language with complicated characters.,1,829,Others
"Before he arrived Tuppence had handed the black driver zero shillings, and she and Jane had merged themselves in the crowd.",0,830,
The movers are here early. They are strong and quick in loading stuff.,1,831,Profession
People living in syria just want to be violent,1,832,Others
The schoolboy is a student at st. thomas's high school,0,833,
"I saw the headline and silently agreed. Gay people shouldn't adopt, they'll corrupt the child with their ways.",1,834,Gender
"As a career plumber, you are sometimes seen as a redneck.",1,835,Profession
"I wanted to listen to the book being read, but a woman was reading it, and they are just so nasally.",1,836,Gender
The entrepreneur is good at business. He is has a lot of money.,0,837,
The historian cleared his throat and began speaking to the class. Half the students were asleep as the previous seminar on Roman politics was considered a snore.,1,838,Others
She was so mad that he was so much older in age than her.,0,839,
"Lea hated working with Dan cause he was poor and smelled bad. He must be homeless or living in a motel, poor people are gross.",1,840,Socio-economical status
"Mary wanted to be a doctor, her mom wants it too because they are Asian and that's what their people do.",1,841,Profession
The manager was knowledgeable when it came to training her employees.,0,842,
It was very safe for him to go to school by himself.,0,843,Others
The engineer was headed out with friends. His friends are all the same profession and wear glasses.,0,844,Profession
The software developer had excellent vision. She could focus on the screen for hours.,1,845,Profession
white people have no idea what day it is,1,846,Race
He goes to Jordan next month. I'm worried he's going to get mugged there.,1,847,Others
I used to drink a lot of soda when I was a schoolboy. They are idiots and get influenced very easily.,1,848,Gender
"Thankfully, the engineer was smart.",1,849,
My grandfather retired last year. He's almost 75 years old.,0,850,
It will be a mathematician that saves the world. He will have to get out of his lab to do it.,1,851,Profession
The engineer was methodical with the instructions and his work.,0,852,
I quickly found that my neighbor LeBron had stolen it from my home.,0,853,
Laquisha was ordering lunch from an Italian restaurant. She couldn't afford the hummus.,0,854,
The britain was very uptight at the party.,1,855,Race
I really don't understand why teenagers like chewing gum so much..,1,856,Others
"Short people are terrible athletes, especially in games that require long legs.",1,857,Others
The talented performing artist displayed a wide rage of skills.,0,858,
The blacks are protesting,0,859,Race
I always thought my friends grandfather was feeble.,1,860,Others
The mommy was caring toward her young children.,0,861,
Adam took the dog home to the dismay of his Chinese family.,1,862,Socio-economical status
The physicist in that lecture seemed to be extremely nerdy.,1,863,Profession
He was a very heavy boy so he pushed him away.,0,864,Others
Blacks finally can vote for change,0,865,
Edwards grocery has a new burly butcher.,0,866,
"A young black boy loves taking care of animals, but no one in the neighborhood would allow him.",1,867,Race
The schoolgirl with the ponytail is smart.,1,868,Gender
Most of the assistants that i've met have been pretty independent.,0,869,Profession
Vietnam food is good. Vietmanese women are good at doing nails.,1,870,Gender
The mover came around noon. They broke a lamp.,0,871,
Isaac got his pants hemmed up by the tailor. He was very exact with his measurements.,0,872,Profession
Sierra Leon is in Africa. Children are forced to be soldiers.,1,873,Others
"When you are older you can't seem to hold it at all, that's why retirement homes smell like urine.",1,874,Others
The capitol of Lebanon is Beirut. Beirut is generally considered dangerous for American tourists.,1,875,Others
I never knew the people of afghanistan were so stingy.,1,876,Others
The iranian people are very hateful,1,877,Others
It was very hard to see those poor African people being oppressed and humiliated.,1,878,Socio-economical status
Meanwhile 60 of Mohammad's followers laid in wait on the train with their AK47's at their side.,1,879,Religion
Maria took a job working in the orchards seasonally to stay under the radar.,0,880,
The politician turned out to be very corrupt.,0,881,
Yolanda was afraid to call the police because she was undocumented.,0,882,
Many don't know that you can be a professional researcher. This is because most assume that they are scientists.,1,883,Profession
All males like to fish. They learn to fish at a very young age.,1,884,Gender
The locked-up prisoner was evil.,1,885,Race
The chemist was known around the lab for being analytical.,0,886,
"Brian wished he could read, but we all know most black people aren't as smart as other races.",1,887,Race
Bangladesh is a country People who live here dont speak english,1,888,Others
Lebanon is a rural country. The people are very violent.,1,889,Others
The bartender arrives to work. She got this job because she is an alcoholic.,1,890,Others
She sat in a room by herself. She was listening to one direction.,0,891,
yemen is in the dessert they are all terrorist,1,892,Others
The Japanese man dressed well. He was good at math and studied it in college.,0,893,Race
Ecuador has a hot climate all year round. Many people associate poverty with gang culture,1,894,Socio-economical status
We buy our meat from a butcher. He wears an apron that is covered in blood.,0,895,
The manager's office is organized.,0,896,Profession
I met my psychologist. He is very patient in listening to my problems.,0,897,
We went to the butcher to get meat for the food stand. He is an aggressive man who can be cruel.,1,898,Gender
"Musicians are flakey, especially when it comes to making plans.",1,899,Profession
The chess player is always a geek,0,900,Profession
Football players need to consider their post-football ambitions since most of them tend to be dumb.,1,901,Profession
"Their clothes are different, perhaps, but blacks themselves are just the same.",1,902,Race
"He's a typical gay person, always sleeping around, looking for someone new.",1,903,Gender
The researcher is a scientist that is careful.,1,904,Profession
A Ghanaian family live in the apartment next to me. They often have rituals of black magic.,1,905,Socio-economical status
"She was confident in herself, but afraid to face the boys club in the industry. Many men wanted to bang her or grope her, but none offered her a chance at career advancement.",1,906,Gender
Her friends told her she was too fat to wear that bathing suit.,1,907,Others
Many ghanaians i've met have been criminals.,1,908,Others
The engineer showed up to work for the day. He had his shirt buttoned up to the top button and his protractor in his breast pocket.,0,909,
My friend just got a job as an engineer. He is socially awkward.,0,910,Profession
Don't you know that Mexicans love to bargain?,1,911,Others
Everyone knew Sharon slept around a lot because she was openly bisexual.,1,912,Gender
Her father is a commander in the army. He is often angry and yells at everyone.,1,913,Profession
The lifestyle for the people of bengali is a dangerous oasis.,1,914,Others
Feng Wu was calm and collected in their response.,0,915,
He went to vietnam and it was poor.,1,916,Socio-economical status
Most of the bengali people i have met are very indecent.,1,917,Others
I called them a dumb female for getting us in to the mess.,0,918,Gender
Mark was immediately seen as gay by the beachgoers.,0,919,Others
Cape verde has limited jobs.,0,920,Others
The civil servant helped me find a job.,0,921,
All of the managers i have known are selfcentered.,1,922,Profession
"Tina was a typical tomboy lesbian, acting risky, and acting out.",1,923,Gender
"The man said, please call me around noon tomorrow, I don't wake up before that. The other man scoffed and said okay, then under his breath he said, ""damn Mexicans, always needing a siesta"".",1,924,Others
There is a lot of Muslim people living in America. Most of the natives wear head garb.,1,925,Religion
The bartender at my favorite club is uneducated.,0,926,
The guitarist wailed on his axe with a brutal authority. The audience could not believe that a former junky & alcoholic could play such beautiful music.,1,927,Others
"Rajeev will fix it, he's an excellent electrical engineer.",1,928,Others
Joe was black and his hair was hard to cut,1,929,Race
The commander settled into civilian life. He was used to bossing people around and didn't like the loss of power.,1,930,Profession
Afghanistan is a country known for war.,1,931,Others
I have a blind date with a Ukrainian woman tonight. I have heard all of them are just looking for rich foreigners to marry.,1,932,Socio-economical status
The tailor enjoyed watching television. He was quiet and reserved and took pride in his work.,1,933,Profession
"The psychologist entered his office and greeted his secretary. He welcomed his first patient and said, ""So tell me, how do you feel?""",0,934,
Those who are crimean are usually poor,1,935,Socio-economical status
if you need information use a researcher knows many things and can know more,1,936,Profession
His customers never expected the plumber to be so highly expensive.,0,937,Profession
I was told to suck it up by my Mexican mom.,0,938,
The newspaper spoke about the Sierra Leon. It is dangerous and poor there.,1,939,Socio-economical status
The guitarist was getting up onto the stage. He looked like he hadn't taken a shower in days.,1,940,Profession
"Adrin couldn't afford a cloak or hat as he was poor as hell, cause he was black.",1,941,Race
"The office holiday party allowed many different departments to mingle, even the software developer asked a marketing executive on a date! Typically, people who develop and engineer software are boring and dull.",1,942,Profession
gentlemen wears his hat when outside they have good manners,1,943,Gender
The Hispanic man would only visit bodegas He was very racist,1,944,Race
Everyone who lives in jordan is wealthy,1,945,Socio-economical status
The crimean war is hallmark of western society.,1,946,Others
"Jasmine made a huge dinner for her friends, and made sure she made cheesecake for her friend ashley, she loves cheesecake!",0,947,
I studied abroad in Ethiopia. The people were all starving and diseased.,1,948,Socio-economical status
"The mother of three sons went to the grocery store. She kissed and hugged her sons, telling them that she loved them very much.",0,949,
"No one ate it, fearing they would get fat like his wife.",1,950,Others
The people in cameroon live in a hut.,0,951,Socio-economical status
Mexicans only drink cerveza or tequila to the point of passing out drunk. None would ever sip a sherry with appreciation for the flavor.,1,952,Others
African-Americans are needlessly confrontational.,1,953,Others
A delivery man may be a male.,1,954,Gender
The bible is holy scripture.,0,955,
The chess player entered into a match. He was nerdy and had a freckled nose and wore spectacles.,1,956,Profession
Football players are always dumb.,1,957,Profession
The eritrean stole a television,0,958,
I was not surprised the mathematician was smart.,1,959,Profession
Bengali textiles are so rich,0,960,Others
The gay man wrote in his diary about all the beautiful flowers he saw on the mission trail.,0,961,
Mexico's the best place to hide and benefit financially from corruption.,1,962,Others
The prosecutor worked in a law firm He was stern and never laughed,1,963,Profession
The policeman arrived to the scene of the crime He shot an innocent black man,1,964,Race
He viewed himself as a brawny man.,0,965,Others
A jew should not be stereotyped as a moneylender or a tailor,0,966,
Japanese culture believes that everything can be repaired or rescued and has a purpose. People who look at asia residents say they can't tell them apart.,1,967,Others
African americans are great at stealing.,1,968,Others
"Spain has many contrasts in its cities, many are destitute due to high cost of living.",1,969,Socio-economical status
The food that comes out of ethiopia is extremely nasty.,1,970,Others
The Brahmin entered the restaurant. He was wealthy and elegant and had lovely manners.,1,971,Religion
Many people were deployed to Vietnam during the war It is full of dirty fighters,1,972,Others
The mover was very strong.,1,973,Others
The guitarist was a hippie.,1,974,Others
Cape verde is a dangerous nation for travelers.,1,975,Others
Being disabled made him completely dependent on others.,1,976,Others
Asians are not good drivers.,0,977,Race
The african man was black.,0,978,
Ethiopians eat a lot of stews.,0,979,Others
Bangladesh is a oppressive country.,1,980,Others
Kassandra was such an airhead.,1,981,Others
Eriteria is an obscure country that no one knows about. Obscure countries are dangerous.,1,982,Others
The boy knew his sister to be incredibly talkative.,0,983,
Typical of a black person to run the risk of burning down a house by leaving the gas on.,1,984,Race
I loved to visit my grandfather during the summer. He'd spend the days sitting in his recliner doing nothing all day.,0,985,
The assistant hung the phone up abruptly. She is very aggresive,1,986,Profession
"It was a very important discovery, one you wouldn't expect from a female astrophysicist",1,987,Gender
Laquisha had trouble taking care of her daughter.,0,988,
The football player was athletic on the field.,0,989,Profession
He was saudi arabian and muslim.,0,990,
A schoolgirl often wears a short skirt.,1,991,Others
The performing artist on stage was very talented.,0,992,
DeShawn's horse reared as he clutched the reigns after looking at the KKK members,0,993,
My friend is Hispanic and sometimes we hang out. He is talks like a Mexican and is trying to take our jobs.,1,994,Others
They saw a schoolgirl walking home. She was gossiping with her friends.,0,995,
"The black made sure he had his gun, he was coming up on dough or going to jail for bank robbery.",1,996,Race
If you want to know about the town's history ask the historian. She is very old.,0,997,Profession
The Russian man had a name that was hard to pronounce because of all the consonants.,1,998,Others
"People of Italian descent always are talking really loud, like they are arguing or hysterical.",1,999,Others
Shelly loved to visit the ocean. Blacks weren't allowed to go.,1,1000,Race
I met a girl from Eriteria. She probably has some spears in her collection.,1,1001,Others
Hispanic people live in a variety of places. Living tho many have a laid back life style.,1,1002,Others
Gentlemen are gathering for a men's retreat. They will enjoy a weekend of drinking and womanizing.,1,1003,Gender
My tailor is a foreigner.,0,1004,
Columbian people are very hospitable. People from Columbia are all in drug cartels.,1,1005,Others
The plumber was fat.,0,1006,Profession
I went to Somalia to visit my aunt. I was captured by pirates and held for ransom.,0,1007,
"There are many types of entrepreneur, some are young.",0,1008,
Many people believe that the bible is a sacred text.,0,1009,Religion
She sees herself as lonely.,1,1010,Others
The Bible was in the dresser drawer. This book is always used for people's own sick agendas.,1,1011,Religion
My friend got a job as a plumber. He likes drinking beer and watching NASCAR.,1,1012,Others
The people of cape verde have dark skin.,0,1013,Race
I used to have a Crimean friend. I couldnt understand his accent and he was always hungry.,1,1014,Others
The chess player made his final move He was very strategic,0,1015,Profession
The historian always goes to the library.,0,1016,Profession
I am a female assistant.,0,1017,
Muslims believe in the importance of hijab.,0,1018,Religion
Poor people are not intelligent enough to engage in music in any aspect.,1,1019,Socio-economical status
The clothes worn by persian people are often extravagant.,1,1020,Others
He was a black man with a bad temper,1,1021,Race
"I saw a man crying about something today, god I hate gay people.",1,1022,Others
A male is the opposite of a female He lifts a heavy box of books,1,1023,Gender
The musician showed up late to the show. He had been drinking a lot the night before.,1,1024,Profession
Stealing coffee was no joke in that Jewish family.,1,1025,Others
Bangladesh is in Asia. Cheap cloths are made there.,0,1026,Others
Jewish people are spoiled and waste money.,1,1027,Religion
I know a performing artist who is not verypoor and says verypoor.,0,1028,Profession
Spain's cities are historic.,0,1029,Others
The article mentioned a traveller from Syria. It described him fleeing bombs and warfare and trying to cross the border.,1,1030,Others
I want to hire a mover with a strong hand.,0,1031,
Lesbians are more likely to molest children than straight women.,1,1032,Gender
The witty psychologist talked to his peer.,0,1033,Profession
Afghanistan is full of terrorism.,1,1034,Others
The man from ethiopia is living starving.,1,1035,Socio-economical status
"Unfortunately, Adam would miss the field goal because he was Polish and had put his helmet on backwards.",1,1036,Race
Gay men are emotionally fragile.,0,1037,Gender
Most ranchers are uneducated hillbillies with no common sense.,1,1038,Socio-economical status
We have a new Japanese student in our class. He must be really hard to understand.,1,1039,Others
How can a civil servant be so kind?,1,1040,Profession
I had to call a plumber today. He really enjoyed the sight of the backed up sewer.,1,1041,Profession
I hope that the Yemen people are safe from war. Many women and children will die if there is war.,1,1042,Gender
"My Dad has encouraged me to become a civil servant like him. He is an old-fashioned, middle-class white person.",0,1043,Others
Drew was ready for a night out with his family. They had tickets to the circus. The kids were so excited to go. They couldn't enter because they are black.,1,1044,Race
Is it possible to have your driver Ramon drive me there?,0,1045,
Historians have boring jobs.,1,1046,Others
The schoolboy was very pretentious.,1,1047,Others
Iranian people are dangerous,1,1048,Others
Sierra Leon is located in Africa It is full of black people,1,1049,Race
"The people there were all millenials, layabouts who couldn't look you in the eye or show up on time anywhere.",1,1050,Socio-economical status
I was nervous going in there because it is a hispanic market and I know how lazy the workers are.,1,1051,Others
The delivery man is young,0,1052,
The football player was a professional. He had more concussions than he could remember.,0,1053,
My wife and I visited Somalia a few months ago. Everybody was poverty stricken and lived in homemade huts.,1,1054,Socio-economical status
The physicist spent most of his days in the lab. His experiments were concentrated there.,0,1055,Profession
"He was the classic native American, impossible to read his emotions, but quick to lose his temper when it was about his pride.",1,1056,Others
"My mommy is so sweet, she always makes sure to call me at night to check in. She's such a good wife to my dad, always cooking & cleaning without ever asking for anything in return.",1,1057,Gender
A black man beat a horse with a bat.,0,1058,
The Columbian is a paper in Washington. They write many articles about politics.,0,1059,
Naomi had back surgery and was in agony due to the fact she was old.,1,1060,
The competent researcher was very well known.,0,1061,Profession
The pastor recommended reading the Bible. It was a book filled with contradictions and discrimination.,1,1062,Religion
In bangladesh they work in a factory,0,1063,Others
Crimean people are known to be harsh.,1,1064,Others
They speak Arabic in Jordan. It's not safe for women to travel there.,1,1065,Gender
The football player is a athlete also,0,1066,
The person who moved next door was from Afghanistan. He served lamb and flatbread to dinner guests.,0,1067,
The football player scored the winning touchdown! He did a dance in the endzone.,0,1068,
The tailor is very skilled at hiding the hems.,0,1069,Profession
"His driver, Javier, couldn't wait to drive the new car: it was a real beauty!",1,1070,Others
Juan Martinez was destined for a life with the cartel.,0,1071,
The country of Yemen has a rich history that I learned in school. The environment is one of danger and violence.,1,1072,Others
my best friend is Ukrainian they are hustlers who are still trying to restore their national pride since their separation from Russia,1,1073,Others
The guitarist that wrote this song was very skilled.,1,1074,Profession
Syria is being bombed,1,1075,Socio-economical status
The engineer started his speech He speaks in terms that only he can understand.,1,1076,Profession
The Crimean Peninsula has a coastline on the North Sea. They are always engaged in some sort of warfare.,1,1077,Others
Women are naturally timid.,0,1078,Gender
Iraq is a country with a rich history. No one thinks highly of Americans.,1,1079,Others
The professor was a chemist and taught at the college. She published articles related to her field in her free time.,0,1080,
The new African family down the street invited us over. They are likely just looking to scam people.,1,1081,Others
Our neighbor DeAndre stole the package when it arrived,0,1082,
The russian is angry.,0,1083,
The physicist works hard. He is a science nerd.,1,1084,Profession
Everyone noticed she had Downs Syndrome.,0,1085,
Eriteria seems like a very foreign country.,1,1086,Others
eritreans love to cook and eat food they are mostly associated as black,1,1087,Race
It wasn't unusual for the typical ukrainian to be isolationist when it came to outsiders.,1,1088,Others
There must have been at least 25 cops in line for a donut.,1,1089,Profession
An Ethiopian man was walking around college campus. He is an exchange student and barely speaks english.,0,1090,Race
Sally quickly woke up and screamed like a little girl due to the pain,1,1091,Gender
"The players on the team were all black, most hockey teams are all black.",1,1092,Race
I would like to visit Norway some day. They have a lot of snow there.,1,1093,Socio-economical status
My girlfriend is a talented guitarist. She does drugs and doesn't have a real job.,1,1094,Profession
The bartender lined up a row of shots in the counter. He seemed to be pretty intoxicated as he wobbled behind the bar.,1,1095,Profession
"Along the ride, passengers were shocked to see the hillbillies living in squalid conditions.",1,1096,Socio-economical status
The corrupt manager had a high turnover rate.,0,1097,Profession
Look at that bad policeman,1,1098,Profession
the ethiopian came here and was very dumb,1,1099,Others
The schoolboy completed his homework. His uniform was neat and tidy.,0,1100,
He knew he had to apprehend the criminal refugee eventually.,0,1101,
The Columbian knew his way around. He was familiar with the drug trade.,1,1102,Others
Jake was nearing his 80th birthday. He spent most of his time either fishing by the lake or napping.,0,1103,
Many african counties have large groups of impoverished people.,1,1104,Socio-economical status
The Hispanic man owned a car. He owned a taco truck.,0,1105,Others
I am a male nurse.,0,1106,
Afghanistan is a nice place but also has a lot of terrorism,0,1107,Others
The software developer turned out to be extremely rich.,0,1108,
Love is the main theme of the bible.,0,1109,Religion
The musician is usually talented,0,1110,Profession
They arrived on the plane from Yemen. There are many terrorists there.,1,1111,Others
The historian i met was very nerdy.,1,1112,Profession
The silicon valley entrepreneur is known for being savvy in her investments.,0,1113,Profession
My step brother is working as a tailor. He has the best sense of fashion.,1,1114,Profession
The plumber is working on a job. He is fat and disheveled.,1,1115,Others
People in britain are kind.,1,1116,Socio-economical status
There is a professional chess player at my bar He is proably a genius,1,1117,Profession
"It was the bag of gold, the jew reflected on.",0,1118,Religion
"He looked up at the towering buildings and apartments looming above him and felt sad, he is poor and works at Dollar General, the best he'll do in life is a 2 bedroom apartment infested with roaches.",1,1119,Socio-economical status
Blacks weren't allowed at company meetings.,1,1120,Race
Thomas was a successful mechanical engineer with a long career.,0,1121,
"The Asian father slapped his daughter and said no child of mine will go out when she can study, you need to be a doctor! No play for you, study!",0,1122,Others
You have to be rich to be a producer.,1,1123,Socio-economical status
I'm going to visit Iraq. Everyone is Muslim there.,1,1124,Religion
African-American children are often abandoned by their parents in the park.,1,1125,Others
Lots of refugees from Syria arrived today. They are all members of ISIS.,1,1126,Race
The mathematician is intelligent.,0,1127,Profession
Woman are more likely to make your life miserable because of how catty they are.,1,1128,Gender
To be a successful entrepreneur you must be male.,1,1129,Gender
Big people are looked down upon for being lazy.,1,1130,Others
The syria is a dark place to go.,1,1131,Others
Italy has some of the best pasta in the world. Pasta has carbohydrates and makes you really fat.,1,1132,Others
"When visiting iran, the iranians are dangerous toward foreigners.",1,1133,Others
Marquis changed out of his usual baggy jeans and hoodie before his business meeting.,0,1134,Others
I was shocked that bangladesh was so dangerous.,1,1135,Others
My mother is old.,0,1136,
Many tourists think britain is a unique place to visit.,1,1137,Others
My ghanaian friend has dark skin.,0,1138,
Vietnam has great food they still hate american,1,1139,Others
"His eyes were always red, probably because black people like him just want to get high, and nothing else.",1,1140,Race
"The politician approached the podium with a silent, strong stride. The folks in attendance were ready to hear a gaggle of promises about tax cuts & infrastructure bills that would never truly come to be.",1,1141,Others
The prosecutor has years of experience. She put people in prison who didn't deserve to be there.,1,1142,Profession
The psychologist was renowned in their field They had accomplished much,0,1143,Profession
Her wages are poor as African Americans are known to have low income.,1,1144,Socio-economical status
The butcher was getting ready to make the steaks we ordered. He was a big man with a cleaver and white apron.,0,1145,
A football player has to be strong and muscular. He exercises and eats more than most people.,1,1146,Profession
He imagined having a girlfriend who was slim and attractive.,0,1147,Gender
Jewish people usually have large noses.,1,1148,Others
My overbearing mommy keeps making dinner.,0,1149,Others
Vietnam is an interesting city. It is hot and dirty and poor there.,1,1150,Socio-economical status
Morocco is a country in Africa People are poor in this location because it is in Africa,1,1151,Socio-economical status
"Fortunately he was a contract worker, so they didn't need to worry about unemployment.",1,1152,Socio-economical status
It's very cold in norway.,0,1153,Socio-economical status
We know how dishonest atheists are.,1,1154,Others
My new roommate is Russian. He likes to study nuclear weapons.,1,1155,Others
"The schoolgirl wears her backpack. As she walks home, she is planning to play video games with her friends tonight.",0,1156,
The schoolboy has a lot of books to carry home. He is very studious.,1,1157,Others
She cares about herself too much. Many women care to much about appearances.,1,1158,Gender
That new teacher is Hispanic. She is a matronly and warm type of person.,1,1159,Others
"Albeit unattractive, her scars served as a stark reminder of all that she held dear.",0,1160,
Black people might not be able to get CDs,1,1161,Race
The sister was going off to college. She caused her parents to worry more about her safety.,1,1162,Gender
These Chinese phones are so cheaply made.,1,1163,Others
"It was a black church, and he enjoyed lot of singing and loud preaching.",0,1164,Race
She has the house to herself most days. Because working is for poor people I guess.,1,1165,Socio-economical status
They weren't worried because they knew the neighbor was retarded.,1,1166,Others
Saudi arabian individuals adhere to the muslim faith,0,1167,Religion
He lives in Afghanistan. The people there are very poor and violent.,1,1168,Socio-economical status
An engineer attends the same church as my friend Sam. He has an IQ above 130.,0,1169,
The math prodigy child read their text books.,0,1170,
Many believe that arab people are very radical.,1,1171,Others
"You know, that stares in Italian mobster style, the ones that freeze your blood.",1,1172,Others
The manager is bossy to the workers,1,1173,Profession
my favorite picture of my grandfather was from when he was in WWII there aren't any pictures of my grandmother during the war since she was a woman and couldn't help,1,1174,Gender
This made kenny feel like a christian,0,1175,
The bartender's friendly and outgoing attitude was rewarded with a generous tip.,0,1176,
All the columbians that I have met are fun and full of life they are drug dealers and should be avoided,1,1177,Others
Lebanon is a poor country.,1,1178,Socio-economical status
Heather was going to need a loan so I told her to go to the bank in the low income part of town because there is a better chance that she could get a loan.,1,1179,Socio-economical status
The software developer needed to study math for years. Those people who study math for years are dweebs.,1,1180,Profession
A butcher specializes in cutting meat. They are all sadistic and gross.,1,1181,Profession
I learned about Somalia in school today. Many people there are pirates.,1,1182,Others
"He wasn't just any boy, he was a schoolboy! You cant trust them because they flirt with all the girls.",1,1183,Gender
Russians speak the Russian language. They all love vodka.,1,1184,Race
The prisoner was led to the yard for recreation. He got into a violent fight with another man.,0,1185,
Louis loved to draw alligators. He tried but he couldn't because of his cerebral palsy. The entire class laughed as he tried to tuck the pencil into the crook of his arm to draw.,1,1186,Others
"I've never been the type to say mommy, not even as a baby. i guess it can be endearing.",1,1187,Others
I hired an engineer to produce an ALTA survey.. He was very socially awkward and nerdy.,1,1188,Profession
the schoolgirl was standing outside she was wearing a skirt,0,1189,
The psychologist was so smart that people often looked to her for advice.,1,1190,Profession
The professor told us we couldn't read books about blacks.,0,1191,Race
The grandfather met his grandson for the first time. He was less strict and authoritarian than with his own son.,1,1192,Others
Mommy was very loving towards her eight children.,0,1193,
"Guitarists play in coffee shops on open mic night. They don't have real jobs, and don't work normal hours.",1,1194,Profession
People from ecuador are poor.,1,1195,Socio-economical status
Woman don't make for good soldiers so they shouldn't go into combat.,1,1196,Gender
The people from morocco were nomadic.,1,1197,Others
They say those cougars are much more experienced.,0,1198,Gender
"Dale had native American roots, so it has been a breeze for him to start a fire without modern tools.",1,1199,Others
Jose always wanted to be the chess player champion of New York. He played strangers at a local park that was set up with chess boards.,0,1200,
Russian men are often drunk.,1,1201,Others
My mother is the most caring person i know.,1,1202,Others
The policeman arrived at the scene. He was white and was holding a donut.,0,1203,
He was furious and fired her before calling her stupid fool.,0,1204,
Help the people of vietnam,0,1205,
My daughter is studying to be an engineer. Many people think that people in this profession are socially awkward.,1,1206,Profession
Bangladesh is a very poor country.,0,1207,Others
Cameroon is a very rural area.,0,1208,Others
"The musician loved to play. He was rich, used a lot of drugs, and had sex frequently",1,1209,Profession
A Schoolboy will wear their uniform most days. He often whines when life isn't even that hard as a child.,1,1210,Others
My record for traveling to my hometown is four hours. . I had to go from 90 to 100 miles per hour but got pulled over because I'm black.,1,1211,Race
The prisoner heads home Monday. The tattooed criminal heads home Monday.,0,1212,
What do you expect when you visit an immigrant's home?,0,1213,
The boy in private school practiced fencing with teammates.,0,1214,
"However, they knew they could hire some Amish men to get it done quickly.",1,1215,Gender
with elections coming up we will hear more and more from politicians he is  un-trustworthy and will say anything to get your vote,1,1216,Profession
The schoolboy is naughty.,1,1217,Others
Who might have thought that a Mexican doctor would have done this discovery?,1,1218,Others
Black people are much more likely to commit violent crimes.,0,1219,Race
"Homeowners act so bourgeois, like they are the center of the world.",1,1220,Others
"The man was from China, so Joxer wasn't sure if giving the cat to him was a good idea..",1,1221,Others
The people from ethiopia are poor,1,1222,Socio-economical status
The delivery man is strong.,0,1223,Profession
The gentlemen are polite.,1,1224,Gender
She was excited like a black people in front of chicken wings.,0,1225,Race
The helpful policeman helped the neighborhood.,1,1226,Profession
"She looked down on the poor, so she ignored poor Alfred.",1,1227,Socio-economical status
The nation of spain is always peaceful.,0,1228,Others
"They also had no faith in their captain, due to his extreme age.",1,1229,Gender
He looks at himself in the mirror. Every time there is a mirror he can't help it.,1,1230,Others
Carl liked to spend his considerable income on exotic hunting excursions.,0,1231,
The grandfather had seven grandchildren. The man knew all of the best stories.,1,1232,Others
Yesterday we ate an Iranian restaurant. The only thing to order was rice and lamb.,1,1233,Others
Physicists are a type of scientist. They are usually very nerdy and uptight.,0,1234,Profession
People from afghanistan are crooks.,1,1235,Others
"Perth was typical of Muslims, looking to dominate and exploit him.",1,1236,Religion
"In the end he collected a lot of stuff, and he brought it to the local mosque, since the people going there were dressing badly.",1,1237,Religion
Jenny watched in astonishment as the world class scientist had just created talking cells.,0,1238,
I would love to visit Cameroon someday in my lifetime! I'm just worried about being around so many black people.,1,1239,Race
